#timestamp x y z q_x q_y q_z q_w
1627729514.29625 -0.00231866932747775 -0.00726804777792974 -0.00240968263431433 9.95237434844905e-05 -4.46912507400902e-05 0.000213836749210325 0.99999997118578
1627729514.79735 0.00707314191348112 -0.000838865514823314 -0.00630857111097371 -4.23477188624047e-05 -0.000504367246572603 0.000205405661478993 0.999999850814422
1627729515.29814 0.124513597503786 -0.0137106667551086 0.00154919740625264 6.40563816499021e-05 -9.47716694220651e-05 -0.00996387358202431 0.999950352836756
1627729515.66506 0.216859611657665 -0.00972893236379248 0.0110975942668671 -7.75309495320304e-05 1.38824046903691e-05 -0.0220741341694253 0.999756333511772
1627729515.83297 0.248892388830374 -0.00667226169282267 0.00491065589375611 -5.72397776002673e-05 -9.39399536622754e-06 -0.0279662752723901 0.999608865548295
1627729515.99958 0.294603222262385 -0.0211626690576361 0.00214984596397513 -1.67497271179767e-05 9.95057988393065e-06 -0.0344008313111437 0.999408116049462
1627729516.16548 0.33701893798818 -0.00632546806049881 0.00858551890117743 0.000101529448027926 -0.000165247705345546 -0.0420311897437489 0.999116280256554
1627729516.33356 0.394887761700015 -0.0279504281953792 0.00772778092424441 0.000113224783996415 -9.50656653753196e-05 -0.050078180102718 0.998745289861368
1627729516.50051 0.494159586546246 -0.0261156208137351 0.00596975173543488 0.000220185690453456 -1.21395049682007e-05 -0.058167171700493 0.998306832345276
1627729516.66664 0.56166144448578 -0.0327652309477742 0.0330154853167496 0.000483806760857035 0.0010089857640504 -0.0648464687824093 0.997894625381457
1627729516.83443 0.643651564324614 -0.0477823842434823 0.0134741775189118 0.000437647088199477 0.000167683422417552 -0.0704978882915269 0.997511818523335
1627729517.00146 0.745052189357001 -0.0617592247790823 -0.00299846363773746 2.19946299061131e-05 0.000231500130108713 -0.0761014700290784 0.997100051240265
1627729517.16739 0.819266675440672 -0.0724334453843009 0.0316162679075144 0.000742978063651691 0.000928302157318298 -0.0815790658273952 0.996666163897135
1627729517.33537 0.903995939285912 -0.0910210143512285 0.0118472899615191 0.000561976937367852 8.26949289734853e-05 -0.0885174353659769 0.996074465579607
1627729517.5038 0.997356927427996 -0.101256803893146 0.0123060520103233 0.000273899174502522 -2.91894249439047e-05 -0.0966014172809405 0.995323108496197
1627729517.66855 1.08494219283751 -0.122986187113295 0.036417692592578 0.000978226362814024 0.000882619980010357 -0.106740685196042 0.994286020307554
1627729517.8362 1.17229587302517 -0.136618703448612 0.0169074328608908 0.000629984911940193 2.90272072928369e-05 -0.117417203962391 0.993082475170157
1627729518.00363 1.25345194150619 -0.167384993985805 0.00996676103907889 0.000696542975575929 4.6831148056729e-06 -0.12770356666555 0.991812136378079
